#class tools::wcsv::ntuple
#title Edep
#separator 44
#vector_separator 59
#column double TargetEdep
#column double BeInEdep
#column double BeOutEdep
2145,0.0916651,6.74802
2481.2,0.104263,3.99974
3262.26,0.085504,3.54904
2177.44,0.118717,11.5737
2521.29,0.393794,8.09222
2010.46,0.141062,4.673
2101.78,0.736172,5.03725
2690.39,0.114965,5.52459
2205.67,0.125497,6.88681
2824.45,0.370077,6.06562
1511.96,0.377608,3.28387
952.377,0.115847,2.86104
1912.24,0.119754,3.98407
2350.11,0.12652,4.38858
1935.51,0.123698,5.23132
959.888,0.127213,4.54328
2370.72,0.0934342,10.0619
3126.89,0.0964087,6.03352
2330.02,0.128217,8.88771
2033.83,0.112818,14.5703
2632.92,0.110783,5.61665
2301.92,0.0980858,3.68028
2533.39,0.119959,4.09463
1996.67,0.109499,4.54034
2450.8,0.100752,7.29987
2598.99,0.114397,3.62715
2349.6,0.140563,3.588
2531.78,0.107634,4.29773
2197,0.0944591,9.32491
2508.54,0.131323,5.84105
2296.13,0.125342,5.1891
3596.58,0.101013,5.4965
2618.24,0.10356,7.20957
2029.8,0.160363,6.10607
1909.1,0.110323,5.26317
2100.27,0.104358,3.62219
2720.8,0.105028,2.90723
3329.24,0.10177,11.3508
2624.24,0.110048,5.27839
2135.89,0.103451,6.32291
2210.39,0.126698,7.66609
1571.54,0.118724,5.05729
1806.13,0.164106,11.2279
2549.04,0.112494,7.9021
2006.99,0.13172,5.39979
2709.99,0.104468,10.2453
2392.74,0.0920892,3.44421
1395.84,0.0972091,7.04597
2055.22,0.0999558,4.29586
1127.83,0.106828,0.971597
2589.55,0.118244,4.62891
2077.95,0.105667,6.34311
2428.63,0.123788,4.80745
2102.47,0.0940463,4.7711
2043.8,0.113246,8.78394
2668.82,0.124582,4.02599
2739.3,0.146257,8.60254
508.443,0.175201,2.75634
2383.08,0.340823,3.40759
1986.42,0.0978609,6.577
1539.38,0.10942,4.56611
2382.69,0.11644,7.14284
1669.32,0.0952975,6.19004
2562.43,0.100534,9.68099
2022.9,0.176798,6.42727
2438.65,0.11264,7.65321
2150.45,0.111603,6.29139
2522.47,0.103811,3.48607
2835.01,0.0973952,2.60098
2686.2,0.11009,6.172
2732.17,0.120668,10.526
2880.95,0.179514,6.45661
2382.49,0.114218,5.8397
1429.7,0.223735,3.66818
2337.92,0.101803,4.97484
3072.14,0.0977097,5.17241
2953.72,0.0995151,3.73727
933.483,0.114934,1.09948
1635.98,0.102282,5.20305
2756.91,0.108139,5.41536
1611.76,0.130697,6.56683
1893.94,0.123728,4.60321
1803.94,0.107013,8.09571
2006.73,0.0962744,5.43406
2528.4,0.0931519,4.65914
2338.86,0.475158,5.02942
2283.58,0.326526,3.38002
2185.28,0.118432,3.5383
2452.02,0.103296,6.58751
1930.96,0.161535,12.8186
