#class tools::wcsv::ntuple
#title p4
#separator 44
#vector_separator 59
#column double fX
#column double fY
#column double fZ
#column double fME
-8.93044,2.83898,2053.38,2053.41
0.361874,0.0202685,1.11908,1.2825
-1.78238,-0.0988145,3.19865,3.69853
-7.7702,0.446246,208.393,208.539
0.514577,-0.81502,8.67892,8.74722
10.9488,18.0972,1448.57,1448.73
0.438803,1.52241,1461.43,1461.43
4.9774,13.8066,143.702,144.45
-4.04092,-1.43296,243.672,243.711
0.0756031,-0.294263,26.7076,26.7142
0.108179,1.16772,20.4767,20.5167
-13.5047,1.72697,109.239,110.085
2.7494,-12.5533,1378.92,1378.98
9.01433,-9.04049,276.736,277.031
-0.484244,0.186132,1.95216,2.08355
4.24682,2.53465,31.0761,31.4713
-18.7357,8.03531,621.442,621.777
4.01704,-12.579,1503.23,1503.29
-4.08298,-5.84653,2.67115,7.63209
-3.31175,-3.6932,119.957,120.06
7.29285,-10.6657,591.484,591.626
-1.54748,-4.01745,12.3767,13.114
0.676631,-5.37839,8.60088,10.1794
-3.90689,-3.99111,19.2868,20.0857
0.0681708,-1.1985,43.6032,43.6227
-13.2048,-26.187,265.524,267.139
2.39234,-2.89164,4.52644,5.90208
2.47622,-2.86346,18.7227,19.1085
-2.06552,6.69957,24.6839,25.6653
11.0476,-22.0672,3707.12,3707.2
2.3451,-2.29185,14.6488,15.02
-7.27821,-7.06635,38.0268,39.3599
2.68078,3.76439,147.419,147.493
14.2203,-34.176,694.732,695.718
1.12148,0.959008,18.682,18.7471
-8.95409,-27.8075,310.042,311.416
-1.70182,-2.86843,14.6162,15.0006
-2.90404,3.61856,58.0686,58.2559
-0.477417,-4.35652,9.48622,10.4622
-7.27083,-1.26333,9.45419,12.0043
5.17321,2.73819,512.983,513.016
-2.82909,-2.41408,7.78474,8.64262
0.945304,3.51554,7.26718,8.14406
6.91515,-0.0523394,20.8291,21.953
0.694416,-0.904352,143.714,143.719
6.20413,-7.72428,10.0079,14.0917
9.64844,0.984993,61.2118,61.9775
-5.10652,-3.52924,153.675,153.801
-3.20334,-1.66509,42.5169,42.673
13.1664,-7.59234,3280.87,3280.9
4.31477,-1.2705,555.136,555.155
5.89793,6.41015,3.21287,9.29835
-1.87823,-1.70359,8.75374,9.12792
-0.552186,7.835,165.012,165.2
1.77144,0.40077,0.876791,2.0805
-6.06554,-0.938155,828.575,828.598
-2.02122,-1.64293,62.9719,63.0278
4.29587,-5.26462,22.6726,23.6745
4.0238,3.36152,8.70169,10.1721
-4.84735,2.60842,874.065,874.083
-1.16623,-9.39456,9.24329,13.2407
0.149055,1.729,5.97296,6.24092
-14.7367,0.494943,102.954,104.006
-1.40208,13.1227,140.384,141.004
2.89521,-1.27361,16.4655,16.7743
4.73808,6.64751,11.1754,13.8488
-5.07365,6.40776,2952.46,2952.47
0.605407,4.96725,37.0109,37.3511
-8.59556,1.70483,4.56129,9.89225
-2.18269,0.398736,11.9616,12.1764
5.92989,-3.6517,230.559,230.664
0.258368,-2.14374,24.9455,25.044
-16.3265,-9.81935,3334.94,3335
-0.511582,-0.957126,5.30914,5.44297
-7.64656,-1.69574,8.35418,11.4629
19.699,-2.90084,265.291,266.037
-8.30325,8.49552,128.399,128.948
7.02191,-2.8695,20.6551,22.0099
-0.0117212,-0.447986,6.19938,6.23653
-0.258193,-2.56953,554.116,554.122
