#class tools::wcsv::ntuple
#title Edep
#separator 44
#vector_separator 59
#column double TargetEdep
#column double BeInEdep
#column double BeOutEdep
3559.31,1.18899,29.6492
4246.98,0.575337,31.9355
6167.35,1.69651,33.6748
4344.03,0.705561,43.8187
4292.68,0.996056,57.4931
6854.62,2.05852,26.5588
5521.83,0.748929,44.1828
5047.13,1.22565,51.2844
5275.88,0.910723,40.1795
5582.84,0.943443,35.2555
5411.85,0.864703,60.0573
4368.27,0.948958,62.7295
4715.64,0.706985,42.6349
4598.01,0.677816,52.7107
4611.78,0.577779,57.9531
3675.68,0.566716,40.113
4978.44,1.13036,43.6337
5418.58,0.685041,49.1997
4668.55,0.669523,30.3765
4713.37,0.62294,20.0869
6037.83,0.933966,64.2997
5967.85,1.12162,44.3985
4702.2,0.548999,46.4458
4139.99,0.783838,36.5058
3978.42,1.41563,72.7559
4958.95,1.53948,55.1949
4609.93,0.636107,54.7587
4514.72,0.703234,74.4547
3967.17,1.41498,39.7
5625.11,0.867457,30.5958
6395.1,0.588307,31.5997
4009.43,0.818655,49.9384
6109.24,2.05874,35.9238
5776.49,0.56665,60.3448
6724.01,1.08892,32.8416
4090.07,0.732434,57.7722
5484.43,0.573342,53.3814
4589.71,0.553013,32.9599
4597.79,1.55664,35.0157
3694,0.535743,33.2158
5564.66,0.516336,44.4905
5490.13,0.64986,41.6478
5891.25,0.656677,48.2582
5695.48,0.54734,49.5652
4460.22,1.98682,37.8359
5094.05,0.529581,47.0636
5726.85,0.59735,53.3066
4242.39,2.0127,31.3011
3629.14,1.44821,65.1935
5456.14,0.883343,44.7798
6423.26,0.626801,32.2366
5399.93,2.09294,57.1139
5782.96,1.23513,34.2724
6016.15,1.89422,46.9299
3791.33,0.564201,42.792
5220.33,1.68374,44.5666
5558.43,0.625445,27.6536
5892.52,1.18901,45.0609
4024.12,0.928742,58.8246
3384.55,0.697012,47.083
5332.12,0.724033,32.0855
5273.66,0.52914,17.6966
5034.74,0.621291,45.6791
5507.19,0.694581,42.9402
3672.18,0.54244,68.0926
5315.84,0.602268,50.4082
5767.63,0.792367,35.5276
4845.4,0.501689,45.535
5451.12,0.670987,68.4348
1651.34,0.60509,20.6786
5012.01,0.647488,50.069
6648.66,1.07657,29.9763
4041.8,0.576215,56.0878
5267.51,0.89733,34.2078
5202.39,0.968886,28.4753
3249.51,0.660386,26.2112
5086.39,1.47024,41.7266
5833.8,0.99704,54.0194
6201.76,0.991927,34.7661
2694.19,0.573129,18.244
5466.87,1.24781,44.7097
6121.53,0.867603,28.9118
3744.92,1.44815,33.2716
6096.39,0.525305,52.0343
5066.63,0.526073,49.4644
4635.87,0.60021,54.1632
6622.44,2.11938,41.8994
5571.32,0.922231,42.9116
4338.22,0.575935,46.8888
5162.25,0.567513,44.5149
3883.56,0.769159,42.447
5656.59,0.616277,52.5124
6109.06,0.72229,38.6577
3085.73,0.562387,53.1533
5505.78,0.676171,56.1961
5387.68,0.672387,34.1493
6887.87,0.906136,41.9476
5487.8,1.01115,40.6475
6045.62,0.845333,38.9129
1274.17,0.579642,14.0347
5234,1.16563,65.8978
4124.07,0.519345,47.1214
3538.95,1.13798,44.7798
2926.93,0.810812,31.901
4748.15,0.850172,33.5131
4796.32,0.698586,48.8549
6149.73,0.661553,51.9199
5276.42,0.909659,36.8807
4682.51,1.56195,54.2208
3157.77,1.58787,34.3603
5103.97,1.96,40.8584
4108.45,1.09186,59.1997
3728,1.51701,44.755
4771.08,0.643732,35.2343
3174.48,0.635264,59.1384
4649.83,0.789743,41.9502
4479.2,1.09976,44.4077
5592.37,1.95776,48.0905
4263.84,0.94743,67.5209
6095.69,1.92162,35.2763
6577.79,1.47171,29.4169
5324.12,3.24208,57.9015
5387.64,1.19867,49.2246
5158.98,0.595675,34.1736
6294.21,1.11447,34.8689
6074.99,0.841182,32.1089
4885.53,0.607471,38.4758
4749.01,0.671893,43.2461
2791.66,0.621248,44.8509
6182.2,1.29921,35.3453
5226.12,0.62201,30.0951
4547.42,1.81445,40.8978
5094.31,0.609424,40.6271
5847.46,1.99486,39.0542
4856.34,0.665418,45.6454
6161.49,2.02491,40.0695
4972.92,0.639942,66.6411
5585.35,0.588057,40.3748
5709.01,0.834047,51.1201
6453.44,0.747035,47.6961
1532.66,0.533332,36.5061
5399.12,0.951249,45.5836
4510.15,1.93747,44.4367
4890.41,0.727438,56.8555
4588.96,3.08271,38.6673
5684.84,0.693273,43.382
5665.36,0.816575,63.262
5753.63,1.00102,50.8815
5623.84,0.771654,59.4384
5395.59,0.579592,58.2975
5114.35,0.588607,48.5129
5911.15,0.646347,43.1992
4699.33,1.19484,71.7454
5960.58,1.71117,44.8314
6121.31,1.23793,47.5213
6357.28,0.685435,43.5169
1036.48,0.56911,16.4158
5834.32,0.608098,56.1481
5271.23,1.14748,26.7787
5403.56,0.753784,61.1968
3447.41,0.648368,32.0039
4690.44,0.542583,35.841
5415.15,0.650622,35.3732
4851.58,0.566846,55.1605
5645.12,1.24271,56.0681
6511.16,1.04396,37.6769
5683.13,0.559001,45.5299
5660.68,1.42875,59.0653
5872.75,0.510466,61.4907
5590.64,0.559141,51.3533
6334.37,1.61648,37.8332
5686.74,2.09828,48.9465
4713.7,0.533463,51.9374
5610.73,0.501184,41.1196
5155.56,1.0564,32.7937
4347.59,0.863176,49.7216
4964.26,0.997611,50.1385
6747.55,0.529537,26.9492
4741.93,1.94863,42.6128
5884.95,0.643528,67.731
5624.98,2.21089,52.7982
6333,0.76139,37.797
2814.39,0.577508,30.7476
4719.82,0.611829,41.111
4316.69,0.513704,50.9947
5801.23,1.94516,38.4403
2800.34,0.563025,64.2524
5693.03,1.14737,38.9241
5028.03,2.34608,26.1627
5747.33,1.46656,52.4371
6040.94,1.19643,44.2946
6607.83,0.922988,40.5137
4451.62,0.539557,23.1238
5459.64,0.699974,39.2024
5899.45,2.20419,48.1526
3331.52,0.573396,35.4079
2342.94,0.591209,27.3209
4074.98,0.508364,39.1288
5817.03,0.84058,41.0504
4863.89,0.526625,58.6465
3872.15,0.618025,59.8595
4606.02,1.19274,38.8902
5268.12,0.590557,48.4219
5921.28,0.53663,46.3541
5125.64,1.20497,42.8896
5335.04,0.541245,63.1743
5508.62,0.915642,45.3855
4591.54,0.585186,39.1411
5106.11,1.07717,38.5701
3628,0.588815,66.7002
4423.88,0.548392,54.7955
3089.57,0.643896,52.4465
4624,0.543763,47.863
5314.41,0.925601,47.2838
4210.68,1.60866,36.6856
5289.21,0.679795,46.507
4224.58,1.07606,33.2404
5593.82,2.01195,36.1163
4388.71,0.582389,46.0228
5877.93,1.21366,33.6882
6804.31,1.59432,39.4246
5994.89,0.653407,42.38
3867.96,0.732551,46.6083
4437.82,0.686402,43.0104
4735.93,0.773407,37.3096
5008.53,0.716255,42.5012
6455.73,2.47364,29.0196
4759.26,0.598073,42.8563
5622.52,0.588563,45.5885
5170.42,0.75534,43.9114
4879.39,0.60429,42.7864
5963.85,0.867175,46.8891
4289.3,0.533674,53.3655
5114.18,0.542558,46.2149
4424.78,0.989335,61.1073
6282.74,0.775179,38.0658
6087.27,0.532967,47.4887
5505,1.03283,49.5816
5456.74,0.788322,46.2521
5873.64,0.792631,27.6605
